-0.016849592	0.02391493	-0.06644635	-0.021264097	0.0078197755	-0.0036057758	0.0851149	-0.016152196	-0.02861406	-0.02358584	-0.03641252	0.054696616	0.0021842471	-0.09945577	0.002485404	-0.035557915
-0.05040894	-0.027640829	-0.10139756	0.005846223	-0.0013956819	-0.027577724	0.06607164	-0.038081713	0.040072512	-0.020105133	-0.0070966077	0.040922076	-0.061253276	-0.09805203	0.021768473	-0.010672717
-0.07070067	-0.001655043	-0.08203942	0.09536568	-0.039235357	0.0005604372	0.01953842	-0.00202114	0.019397195	-0.036311556	-0.042216647	0.11204378	-0.033603586	-0.080251075	-0.025754545	-0.0007467503
-0.058191374	-0.067818426	-0.07158432	0.011278143	-0.051878966	-0.019983206	0.076729216	0.03487633	0.0172101	-0.046549745	0.0032944432	0.083045185	0.03533052	-0.07945687	-0.015805513	0.0073444187
-0.017465385	0.029987821	-0.111098215	0.014349546	-0.033110898	0.03833675	0.049057435	0.028119685	0.05354902	0.03991196	-0.017200328	0.045251314	0.0072119795	-0.10105381	-0.06487815	-0.036116175
-0.07685151	-0.019356502	-0.061039485	0.020042008	-0.016657544	-0.0044752574	0.084973544	0.0560714	-0.023067944	0.04598563	-0.017589992	0.051708374	0.056085102	-0.06507477	0.01379333	0.024401339
-0.04584906	-0.021076955	-0.11970728	0.034345638	0.056392767	0.016761765	0.011641455	-0.05791771	-0.00011283758	-0.010463496	-0.0558859	0.057886623	0.019706436	-0.020321868	-0.07206798	-0.06619078
-0.040470142	-0.03783213	-0.037644885	-0.012774463	-0.054667637	-0.038539417	0.045089226	0.008409996	0.031286564	-0.07881763	-0.06223535	0.061656516	0.043459814	-0.0335519	-0.020855032	-0.02087201
-0.09265024	-0.009335521	-0.13953905	0.012375715	0.009245565	-0.018856356	-0.0020294003	-0.016238386	-0.0111412965	0.0043111285	-0.025210356	0.06581308	-0.025260586	-0.0955228	-0.039065596	-0.0054679583
0.010046808	-0.05677534	-0.119966894	0.053510714	0.00044396482	0.023194153	-0.0040847594	-0.017996337	-0.035624076	0.0057736426	-0.018327357	0.029904628	0.004781915	-0.11602466	0.0020277589	-0.0014811488
0.06811532	0.006273274	-0.11638814	0.019422572	-0.019620672	0.01415979	0.13012655	-0.07089281	0.027377162	-0.08595639	-0.0008439377	0.008775273	-0.04758581	-0.06225497	-0.028332295	8.8252746e-05
-0.009061577	-0.049015563	-0.09344163	-0.046677437	-0.0032948896	0.02713275	0.0069881617	-0.07261478	0.032655634	0.020595543	0.077579334	-0.010648747	0.025056316	-0.12759067	-0.066833705	-0.055276573
0.009767273	0.018731138	-0.017966656	-0.031667963	0.0095405085	0.03509275	0.057162903	0.015510861	0.06616259	-0.024255017	-0.028716093	0.012057857	-0.0028771318	-0.04606698	0.03727759	-0.04238752
-0.047718406	-4.2256324e-05	-0.05320991	-0.052695263	0.02836911	-0.07315967	-0.04889729	-0.0071680234	0.06792968	-0.022154242	-0.03435571	-0.0039529447	-0.0043632267	-0.121021464	-0.026924958	-0.051424503
-0.06974898	0.051233966	-0.03763396	0.016002934	0.023773436	0.022363631	0.026005918	-0.041825887	-0.024887038	-0.06561581	-0.003793266	0.11292102	-0.020304076	0.028840426	-0.029953912	-0.021323733
-0.030719636	-0.004600387	-0.07815038	-0.055560365	-0.056531142	-0.011861089	0.026488537	-0.106012754	0.0070817275	-0.023805143	0.04808177	0.013368407	-0.043636847	-0.048008483	0.08139424	-0.015620616
0.027141294	-0.010110894	-0.0102552995	0.02137374	-0.04150762	0.06452701	0.105180785	0.005288778	-0.04569305	-0.14065799	-0.040481713	0.031784847	0.01920516	-0.12775396	-0.010929027	-0.03315016
0.027034303	0.04222531	-0.044127785	-0.08501472	0.012943234	-0.024558421	-0.03668771	-0.027423432	0.081584126	0.040781133	-0.027956668	0.04603842	0.0025600484	-0.06160274	0.04278946	-0.005975138
0.042863723	0.05666682	-0.1356868	-0.07449842	0.005216131	0.034892526	0.027535493	0.0027395072	0.052082926	0.07550869	0.011804598	0.045072418	0.030683527	-0.14168672	-0.02006584	0.07809414
0.008084351	-0.093822464	-0.14039536	-0.011882918	0.026730517	0.014978079	0.06780626	0.06633049	0.028558189	-0.03488549	0.03738897	0.037160654	-0.016035914	-0.09062764	0.02675869	-0.009919822
-0.03756354	-0.021830002	0.0032457646	-0.039382845	0.015260811	-0.016059244	0.04083838	0.06143391	-0.123304926	-0.021524971	-0.041780073	0.058502577	-0.05249263	-0.14537372	0.0047633527	0.062077016
-0.04775315	0.017156022	-0.027369875	-0.035279054	0.036824357	-0.040439993	0.04447602	-0.10980332	0.0130939605	-0.0006891298	-0.055422563	-0.107842974	0.024335906	-0.07123168	-0.09307642	-0.09804121
